0	20	0	20
W	0.	19.05255888325765
W	0.5	19.918584287042087
W	0.	17.32050807568877
W	0.5	18.186533479473212
W	1.	19.05255888325765
W	1.5	19.918584287042087
W	0.	15.588457268119894
W	0.5	16.454482671904334
W	1.	17.32050807568877
W	1.5	18.186533479473212
W	2.	19.05255888325765
W	2.5	19.918584287042087
A	0.1705556309909264	14.314427045744406
A	0.3287524276262821	14.412209106324124
W	1.	15.588457268119894
W	1.5	16.454482671904334
W	2.	17.32050807568877
W	2.5	18.186533479473212
W	3.	19.05255888325765
W	3.5	19.918584287042087
A	-0.17793573273610286	11.911352629892093
A	0.08043848912913543	12.882888574661425
A	0.842829536408793	13.71922128058027
A	1.797396001467334	14.934275711967505
W	2.	15.588457268119894
W	2.5	16.454482671904334
W	3.	17.32050807568877
W	3.5	18.186533479473212
W	4.	19.05255888325765
W	4.5	19.918584287042087
A	-0.44286430850288805	10.703583343326086
A	0.8325283691092291	11.67248384616479
A	0.5964241405124113	12.317473706456632
A	1.9307801182549125	13.234698259625453
A	2.4882303206337406	13.98780680366841
A	2.9381313033643175	14.833793583630012
W	3.	15.588457268119894
W	3.5	16.454482671904334
W	4.	17.32050807568877
W	4.5	18.186533479473212
W	5.	19.05255888325765
W	5.5	19.918584287042087
A	0.11976824150522902	9.10375462736333
A	0.08896126422794048	10.018642422639282
A	1.2357881211598196	10.535252793604437
A	1.4230780250051598	11.437847518766993
A	1.9605075426493845	11.732937042418795
A	2.175991234672962	12.69551267444844
A	3.323319213564648	14.097250497946085
A	3.7279298730343737	14.296236624686694
W	4.	15.588457268119894
W	4.5	16.454482671904334
W	5.	17.32050807568877
W	5.5	18.186533479473212
W	6.	19.05255888325765
W	6.5	19.918584287042087
A	-0.34974298225741474	6.435590509410806
A	0.5028617940381077	7.543347501298063
A	1.3031653885443073	8.631853636056684
A	1.8953255575062693	9.069814350614486
A	1.6845745533609886	10.527201243658023
A	2.397713684831108	11.080359675648173
A	2.9529406514818843	12.298773030175225
A	3.632707955985103	12.941700069394933
A	3.717091386212102	13.72421139374675
A	4.067258905249597	14.226083303190206
W	5.	15.588457268119894
W	5.5	16.454482671904334
W	6.	17.32050807568877
W	6.5	18.186533479473212
W	7.	19.05255888325765
W	7.5	19.918584287042087
A	0.3761043134395563	4.96406734815948
A	0.7751856608020631	5.808269958398467
A	0.970105135934755	6.979634020775607
A	1.1576948211847407	8.233164091116516
A	1.9901614601413178	9.142251125858419
A	2.726947063545923	9.262321085438096
A	3.080758113726386	10.09388279838203
A	3.4540406351006454	10.83590828965291
A	4.384039610424168	12.381553389875823
A	4.758878378232471	12.970173802770326
A	5.24821575135825	13.890504418325879
A	5.3240478022110995	14.640019168750225
W	6.	15.588457268119894
W	6.5	16.454482671904334
W	7.	17.32050807568877
W	7.5	18.186533479473212
W	8.	19.05255888325765
W	8.5	19.918584287042087
W	0.	3.4641016151377544
W	0.5	4.330127018922193
A	1.4417423323747711	5.440550190797925
A	1.7131863548810418	6.036956300543242
A	2.3183169633786047	7.102592030502235
A	2.991029366924395	7.629444106240071
A	2.7145259062205462	9.108462262570775
A	3.754555719004302	9.179265411940136
